Aktuellezeit,Ort,Beschreibung,Aktuelletemperatur
2021-03-04 07:58:45.105148,Mumbai,Rauch,33.53°C
2021-03-04 07:59:45.187547,Salzburg,Ein paar Wolken,4.70°C
2021-03-04 08:00:45.267625,Mumbai,Rauch,33.53°C
2021-03-04 08:01:45.339027,Salzburg,Ein paar Wolken,4.70°C
2021-03-04 08:02:45.416485,Mumbai,Rauch,33.53°C
2021-03-04 08:03:45.498912,Salzburg,Ein paar Wolken,4.68°C
2021-03-04 08:04:45.576540,Mumbai,Rauch,33.53°C
2021-03-04 08:05:45.658421,Salzburg,Ein paar Wolken,4.68°C
2021-03-04 08:06:45.746996,Mumbai,Rauch,33.53°C
2021-03-04 08:07:45.828172,Salzburg,Ein paar Wolken,4.68°C
2021-03-04 08:08:45.909259,Mumbai,Rauch,33.53°C
2021-03-04 08:09:45.992775,Salzburg,Ein paar Wolken,4.68°C
2021-03-04 08:10:46.070111,Mumbai,Rauch,33.53°C
2021-03-04 08:11:46.154073,Salzburg,Ein paar Wolken,4.68°C
2021-03-04 08:12:46.229549,Mumbai,Rauch,33.53°C
2021-03-04 08:13:46.304596,Salzburg,Ein paar Wolken,5.13°C
2021-03-04 08:14:46.378927,Mumbai,Rauch,33.53°C
2021-03-04 08:15:46.452609,Salzburg,Ein paar Wolken,5.13°C
2021-03-04 08:16:46.537120,Mumbai,Rauch,33.53°C
2021-03-04 08:17:46.624666,Salzburg,Ein paar Wolken,5.13°C
2021-03-04 08:18:46.727176,Mumbai,Rauch,34.04°C
2021-03-04 08:19:46.803670,Salzburg,Ein paar Wolken,5.13°C
2021-03-04 08:20:47.183331,Mumbai,Rauch,34.04°C
2021-03-04 08:21:47.263889,Salzburg,Ein paar Wolken,5.13°C
2021-03-04 08:22:47.335080,Mumbai,Rauch,34.04°C
2021-03-04 08:23:47.431774,Salzburg,Ein paar Wolken,5.25°C
2021-03-04 08:24:47.521678,Mumbai,Rauch,34.04°C
2021-03-04 08:25:47.600898,Salzburg,Ein paar Wolken,5.25°C
2021-03-04 08:26:47.673541,Mumbai,Rauch,34.04°C
2021-03-04 08:27:47.761469,Salzburg,Ein paar Wolken,5.25°C
2021-03-04 08:28:47.860033,Mumbai,Rauch,34.04°C
2021-03-04 08:29:47.942942,Salzburg,Ein paar Wolken,5.25°C
2021-03-04 08:30:48.041954,Mumbai,Rauch,34.04°C
2021-03-04 08:31:48.151446,Salzburg,Ein paar Wolken,5.38°C
2021-03-04 08:32:48.250762,Mumbai,Rauch,34.04°C
2021-03-04 08:33:48.334568,Salzburg,Ein paar Wolken,5.38°C
2021-03-04 08:34:48.428449,Mumbai,Rauch,34.04°C
2021-03-04 08:35:48.511175,Salzburg,Ein paar Wolken,5.38°C
2021-03-04 08:36:48.599482,Mumbai,Rauch,34.04°C
2021-03-04 08:37:48.688043,Salzburg,Ein paar Wolken,5.38°C
2021-03-04 08:38:48.774599,Mumbai,Rauch,34.04°C
2021-03-04 08:39:48.864562,Salzburg,Ein paar Wolken,5.38°C
2021-03-04 08:40:48.949987,Mumbai,Rauch,34.04°C
2021-03-04 08:41:49.090665,Salzburg,Ein paar Wolken,5.69°C
2021-03-04 08:42:49.173895,Mumbai,Rauch,34.04°C
2021-03-04 08:43:49.267477,Salzburg,Ein paar Wolken,5.69°C
2021-03-04 08:44:49.362610,Mumbai,Rauch,34.04°C
2021-03-04 08:45:49.447602,Salzburg,Ein paar Wolken,5.69°C
2021-03-04 08:46:49.545561,Mumbai,Rauch,34.04°C
2021-03-04 08:47:49.660485,Salzburg,Ein paar Wolken,5.69°C
2021-03-04 08:48:49.760026,Mumbai,Rauch,34.04°C
2021-03-04 08:49:49.850883,Salzburg,Ein paar Wolken,5.69°C
2021-03-04 08:50:49.958448,Mumbai,Rauch,33.03°C
2021-03-04 08:51:50.045833,Salzburg,Ein paar Wolken,6.07°C
2021-03-04 08:52:50.133613,Mumbai,Rauch,33.03°C
2021-03-04 08:53:50.234911,Salzburg,Ein paar Wolken,6.07°C
2021-03-04 08:54:50.336329,Mumbai,Rauch,33.03°C
2021-03-04 08:55:50.431167,Salzburg,Ein paar Wolken,6.07°C
2021-03-04 08:56:50.546573,Mumbai,Rauch,33.03°C
2021-03-04 08:57:50.657001,Salzburg,Ein paar Wolken,6.07°C
2021-03-04 08:58:50.752308,Mumbai,Rauch,33.03°C
2021-03-04 08:59:50.874466,Salzburg,Ein paar Wolken,6.07°C
2021-03-04 09:00:50.983707,Mumbai,Rauch,33.03°C
2021-03-04 09:01:51.193537,Salzburg,Ein paar Wolken,5.98°C
2021-03-04 09:02:51.475835,Mumbai,Rauch,33.03°C
2021-03-04 09:03:51.751351,Salzburg,Ein paar Wolken,5.98°C
2021-03-04 09:04:52.014059,Mumbai,Rauch,33.03°C
2021-03-04 09:05:52.256719,Salzburg,Ein paar Wolken,5.98°C
2021-03-04 09:06:52.512902,Mumbai,Rauch,33.03°C
2021-03-04 09:07:52.781002,Salzburg,Ein paar Wolken,5.98°C
2021-03-04 09:08:52.948321,Mumbai,Rauch,33.03°C
2021-03-04 09:09:53.163404,Salzburg,Ein paar Wolken,5.98°C
2021-03-04 09:10:53.391757,Mumbai,Rauch,32.98°C
2021-03-04 09:11:53.651116,Salzburg,Ein paar Wolken,6.08°C
2021-03-04 09:12:53.882180,Mumbai,Rauch,32.98°C
2021-03-04 09:13:54.133449,Salzburg,Ein paar Wolken,6.08°C
2021-03-04 09:14:54.325265,Mumbai,Rauch,32.98°C
2021-03-04 09:15:54.580471,Salzburg,Ein paar Wolken,6.08°C
2021-03-04 09:16:54.781141,Mumbai,Rauch,32.98°C
2021-03-04 09:17:54.985887,Salzburg,Ein paar Wolken,6.08°C
2021-03-04 09:18:55.142432,Mumbai,Rauch,32.98°C
2021-03-04 09:19:55.330153,Salzburg,Ein paar Wolken,6.08°C
2021-03-04 09:20:55.487284,Mumbai,Rauch,32.52°C
2021-03-04 09:21:55.602654,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:22:55.754594,Mumbai,Rauch,32.52°C
2021-03-04 09:23:55.887832,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:24:55.986832,Mumbai,Rauch,32.52°C
2021-03-04 09:25:56.112721,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:26:56.195723,Mumbai,Rauch,32.52°C
2021-03-04 09:27:56.292374,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:28:56.391294,Mumbai,Rauch,32.52°C
2021-03-04 09:29:56.493328,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:30:56.592491,Mumbai,Rauch,32.52°C
2021-03-04 09:31:56.828443,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:32:56.930581,Mumbai,Rauch,32.52°C
2021-03-04 09:33:57.065943,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:34:57.168393,Mumbai,Rauch,32.52°C
2021-03-04 09:35:57.266846,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:36:57.359281,Mumbai,Rauch,32.52°C
2021-03-04 09:37:57.462755,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:38:57.573398,Mumbai,Rauch,32.52°C
2021-03-04 09:39:57.654306,Salzburg,Ein paar Wolken,6.59°C
2021-03-04 09:40:57.751497,Mumbai,Rauch,32.52°C
2021-03-04 09:41:57.858268,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 09:42:57.950349,Mumbai,Rauch,32.52°C
2021-03-04 09:43:58.033740,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 09:44:58.130082,Mumbai,Rauch,32.52°C
2021-03-04 09:45:58.245420,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 09:46:58.343424,Mumbai,Rauch,32.52°C
2021-03-04 09:47:58.447724,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 09:48:58.538197,Mumbai,Rauch,32.52°C
2021-03-04 09:49:58.655307,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 09:50:58.755269,Mumbai,Rauch,32.52°C
2021-03-04 09:51:58.846338,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 09:52:59.065487,Mumbai,Rauch,32.52°C
2021-03-04 09:53:59.173762,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 09:54:59.391453,Mumbai,Rauch,32.52°C
2021-03-04 09:55:59.495697,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 09:56:59.586678,Mumbai,Rauch,32.52°C
2021-03-04 09:57:59.668150,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 09:58:59.772473,Mumbai,Rauch,32.52°C
2021-03-04 10:00:00.028542,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 10:01:00.148483,Mumbai,Rauch,32.52°C
2021-03-04 10:02:00.324666,Salzburg,Ein paar Wolken,6.96°C
2021-03-04 10:03:00.622949,Mumbai,Rauch,32.52°C
2021-03-04 10:04:00.992568,Salzburg,Ein paar Wolken,7.40°C
2021-03-04 10:05:01.322219,Mumbai,Rauch,32.52°C
2021-03-04 10:06:01.570263,Salzburg,Ein paar Wolken,7.40°C
2021-03-04 10:07:01.794706,Mumbai,Rauch,32.52°C
2021-03-04 10:08:02.053397,Salzburg,Ein paar Wolken,7.40°C
2021-03-04 10:09:02.346565,Mumbai,Rauch,32.52°C
2021-03-04 10:10:02.758007,Salzburg,Ein paar Wolken,7.40°C
2021-03-04 10:11:03.034405,Mumbai,Rauch,32.56°C
2021-03-04 10:12:03.463386,Salzburg,Ein paar Wolken,7.40°C
2021-03-04 10:13:03.702544,Mumbai,Rauch,32.56°C
2021-03-04 10:14:03.907668,Salzburg,Ein paar Wolken,7.53°C
2021-03-04 10:15:04.179503,Mumbai,Rauch,32.56°C
2021-03-04 10:16:04.409413,Salzburg,Ein paar Wolken,7.53°C
2021-03-04 10:17:04.618462,Mumbai,Rauch,32.56°C
2021-03-04 10:18:04.842160,Salzburg,Ein paar Wolken,7.53°C
2021-03-04 10:19:05.104387,Mumbai,Rauch,32.56°C
2021-03-04 10:20:05.368143,Salzburg,Ein paar Wolken,7.53°C
2021-03-04 10:21:05.640908,Mumbai,Rauch,32.54°C
2021-03-04 10:22:05.899071,Salzburg,Ein paar Wolken,7.53°C
2021-03-04 10:23:06.143189,Mumbai,Rauch,32.54°C
2021-03-04 10:24:06.493438,Salzburg,Ein paar Wolken,7.67°C
2021-03-04 10:25:06.752574,Mumbai,Rauch,32.54°C
2021-03-04 10:26:07.011007,Salzburg,Ein paar Wolken,7.67°C
2021-03-04 10:27:07.255217,Mumbai,Rauch,32.54°C
2021-03-04 10:28:07.427661,Salzburg,Ein paar Wolken,7.67°C
2021-03-04 10:29:07.634580,Mumbai,Rauch,32.54°C
2021-03-04 10:30:08.366756,Salzburg,Ein paar Wolken,7.66°C
2021-03-04 10:31:08.639575,Mumbai,Rauch,32.53°C
2021-03-04 10:32:08.903185,Salzburg,Ein paar Wolken,7.66°C
2021-03-04 10:33:09.145754,Mumbai,Rauch,32.53°C
2021-03-04 10:34:09.361184,Salzburg,Ein paar Wolken,7.66°C
2021-03-04 10:35:09.644799,Mumbai,Rauch,32.53°C
2021-03-04 10:36:09.907758,Salzburg,Ein paar Wolken,7.66°C
2021-03-04 10:37:10.172862,Mumbai,Rauch,32.53°C
2021-03-04 10:38:10.427344,Salzburg,Ein paar Wolken,7.66°C
2021-03-04 10:39:10.725977,Mumbai,Rauch,32.53°C
2021-03-04 10:40:10.913193,Salzburg,Ein paar Wolken,7.66°C
2021-03-04 10:41:11.146726,Mumbai,Rauch,32.56°C
2021-03-04 10:42:11.342870,Salzburg,Überwiegend bewölkt,7.91°C
2021-03-04 10:43:11.554685,Mumbai,Rauch,32.56°C
2021-03-04 10:44:11.656955,Salzburg,Überwiegend bewölkt,7.91°C
2021-03-04 10:45:11.760606,Mumbai,Rauch,32.56°C
2021-03-04 10:46:11.916636,Salzburg,Überwiegend bewölkt,7.91°C
2021-03-04 10:47:12.026369,Mumbai,Rauch,32.56°C
2021-03-04 10:48:12.114671,Salzburg,Überwiegend bewölkt,7.91°C
2021-03-04 10:49:12.230003,Mumbai,Rauch,32.56°C
2021-03-04 10:50:12.448547,Salzburg,Überwiegend bewölkt,7.91°C
2021-03-04 10:51:12.561507,Mumbai,Rauch,33.01°C
2021-03-04 10:52:12.677296,Salzburg,Überwiegend bewölkt,8.03°C
2021-03-04 10:53:12.779707,Mumbai,Rauch,33.01°C
2021-03-04 10:54:12.873609,Salzburg,Überwiegend bewölkt,8.03°C
2021-03-04 10:55:12.983424,Mumbai,Rauch,33.01°C
2021-03-04 10:56:13.085817,Salzburg,Überwiegend bewölkt,8.03°C
2021-03-04 10:57:13.192081,Mumbai,Rauch,33.01°C
2021-03-04 10:58:13.295479,Salzburg,Überwiegend bewölkt,8.03°C
2021-03-04 10:59:13.388054,Mumbai,Rauch,33.01°C
2021-03-04 11:00:13.698617,Salzburg,Überwiegend bewölkt,8.03°C
2021-03-04 11:01:13.865888,Mumbai,Rauch,33.01°C
2021-03-04 11:02:14.052076,Salzburg,Überwiegend bewölkt,8.22°C
2021-03-04 11:03:14.192276,Mumbai,Rauch,33.01°C
2021-03-04 11:04:14.302352,Salzburg,Überwiegend bewölkt,8.22°C
2021-03-04 11:05:14.473430,Mumbai,Rauch,33.01°C
2021-03-04 11:06:14.594512,Salzburg,Überwiegend bewölkt,8.22°C
2021-03-04 11:07:14.727221,Mumbai,Rauch,33.01°C
2021-03-04 11:08:14.871646,Salzburg,Überwiegend bewölkt,8.22°C
2021-03-04 11:09:15.363483,Mumbai,Rauch,33.01°C
2021-03-04 11:10:15.484125,Salzburg,Überwiegend bewölkt,8.22°C
2021-03-04 11:11:15.593078,Mumbai,Rauch,33.49°C
2021-03-04 11:12:15.763087,Salzburg,Überwiegend bewölkt,8.35°C
2021-03-04 11:13:15.850845,Mumbai,Rauch,33.49°C
2021-03-04 11:14:15.958181,Salzburg,Überwiegend bewölkt,8.35°C
2021-03-04 11:15:16.057757,Mumbai,Rauch,33.49°C
2021-03-04 11:16:16.203150,Salzburg,Überwiegend bewölkt,8.35°C
2021-03-04 11:17:16.348222,Mumbai,Rauch,33.49°C
2021-03-04 11:18:16.501913,Salzburg,Überwiegend bewölkt,8.35°C
2021-03-04 11:19:16.634762,Mumbai,Rauch,33.49°C
2021-03-04 11:20:16.785286,Salzburg,Überwiegend bewölkt,8.35°C
2021-03-04 11:21:16.897020,Mumbai,Rauch,33.51°C
2021-03-04 11:22:16.999492,Salzburg,Überwiegend bewölkt,8.36°C
2021-03-04 11:23:17.108473,Mumbai,Rauch,33.51°C
2021-03-04 11:24:17.207221,Salzburg,Überwiegend bewölkt,8.36°C
2021-03-04 11:25:17.278198,Mumbai,Rauch,33.51°C
2021-03-04 11:26:17.377318,Salzburg,Überwiegend bewölkt,8.36°C
2021-03-04 11:27:17.479070,Mumbai,Rauch,33.51°C
2021-03-04 11:28:17.591317,Salzburg,Überwiegend bewölkt,8.36°C
2021-03-04 11:29:17.701333,Mumbai,Rauch,33.51°C
2021-03-04 11:30:17.836733,Salzburg,Überwiegend bewölkt,8.36°C
2021-03-04 11:31:17.977653,Mumbai,Rauch,33.51°C
2021-03-04 11:32:18.099292,Salzburg,Überwiegend bewölkt,8.49°C
2021-03-04 11:33:18.216299,Mumbai,Rauch,33.51°C
2021-03-04 11:34:18.348573,Salzburg,Überwiegend bewölkt,8.49°C
2021-03-04 11:35:18.454200,Mumbai,Rauch,33.51°C
2021-03-04 11:36:18.582945,Salzburg,Überwiegend bewölkt,8.49°C
2021-03-04 11:37:18.739216,Mumbai,Rauch,33.51°C
2021-03-04 11:38:18.831888,Salzburg,Überwiegend bewölkt,8.49°C
2021-03-04 11:39:18.932935,Mumbai,Rauch,33.51°C
2021-03-04 11:40:19.025204,Salzburg,Überwiegend bewölkt,8.49°C
2021-03-04 11:41:19.199769,Mumbai,Rauch,34.04°C
2021-03-04 11:42:19.389738,Salzburg,Überwiegend bewölkt,8.61°C
2021-03-04 11:43:19.477822,Mumbai,Rauch,34.04°C
2021-03-04 11:44:19.604191,Salzburg,Überwiegend bewölkt,8.61°C
2021-03-04 11:45:19.705507,Mumbai,Rauch,34.04°C
2021-03-04 11:46:19.801953,Salzburg,Überwiegend bewölkt,8.61°C
2021-03-04 11:47:19.946814,Mumbai,Rauch,34.04°C
2021-03-04 11:48:20.058913,Salzburg,Überwiegend bewölkt,8.61°C
2021-03-04 11:49:20.146865,Mumbai,Rauch,34.04°C
2021-03-04 11:50:20.248959,Salzburg,Überwiegend bewölkt,8.61°C
2021-03-04 11:51:20.358679,Mumbai,Rauch,34.02°C
2021-03-04 11:52:20.450837,Salzburg,Überwiegend bewölkt,8.73°C
2021-03-04 11:53:20.581921,Mumbai,Rauch,34.02°C
2021-03-04 11:54:20.688279,Salzburg,Überwiegend bewölkt,8.73°C
2021-03-04 11:55:20.800393,Mumbai,Rauch,34.02°C
2021-03-04 11:56:20.892528,Salzburg,Überwiegend bewölkt,8.73°C
2021-03-04 11:57:20.990393,Mumbai,Rauch,34.02°C
2021-03-04 11:58:21.091001,Salzburg,Überwiegend bewölkt,8.73°C
2021-03-04 11:59:21.170196,Mumbai,Rauch,34.02°C
2021-03-04 12:00:28.531600,Salzburg,Überwiegend bewölkt,8.73°C
2021-03-04 12:01:28.641421,Mumbai,Rauch,34.02°C
2021-03-04 12:02:28.755604,Salzburg,Überwiegend bewölkt,8.86°C
2021-03-04 12:03:28.852802,Mumbai,Rauch,34.02°C
2021-03-04 12:04:28.948407,Salzburg,Überwiegend bewölkt,8.86°C
2021-03-04 12:05:29.096046,Mumbai,Rauch,34.02°C
2021-03-04 12:06:29.199078,Salzburg,Überwiegend bewölkt,8.86°C
2021-03-04 12:07:29.286947,Mumbai,Rauch,34.02°C
2021-03-04 12:08:29.384298,Salzburg,Überwiegend bewölkt,8.86°C
2021-03-04 12:09:29.467729,Mumbai,Rauch,34.02°C
2021-03-04 12:10:29.745212,Salzburg,Überwiegend bewölkt,8.86°C
2021-03-04 12:11:29.964580,Mumbai,Rauch,33.99°C
2021-03-04 12:12:30.081442,Salzburg,Überwiegend bewölkt,9.17°C
2021-03-04 12:13:30.173988,Mumbai,Rauch,33.99°C
2021-03-04 12:14:30.295127,Salzburg,Überwiegend bewölkt,9.17°C
2021-03-04 12:15:30.397848,Mumbai,Rauch,33.99°C
2021-03-04 12:16:30.504514,Salzburg,Überwiegend bewölkt,9.17°C
2021-03-04 12:17:30.592834,Mumbai,Rauch,33.99°C
2021-03-04 12:18:30.880065,Salzburg,Überwiegend bewölkt,9.17°C
2021-03-04 12:19:30.988822,Mumbai,Rauch,33.99°C
2021-03-04 12:20:31.081827,Salzburg,Überwiegend bewölkt,9.17°C
2021-03-04 12:21:31.185998,Mumbai,Rauch,33.51°C
2021-03-04 12:22:31.300982,Salzburg,Überwiegend bewölkt,9.30°C
2021-03-04 12:23:31.409750,Mumbai,Rauch,33.51°C
2021-03-04 12:24:31.494242,Salzburg,Überwiegend bewölkt,9.30°C
2021-03-04 12:25:31.588637,Mumbai,Rauch,33.51°C
2021-03-04 12:26:31.670721,Salzburg,Überwiegend bewölkt,9.30°C
2021-03-04 12:27:31.782159,Mumbai,Rauch,33.51°C
2021-03-04 12:28:31.878650,Salzburg,Überwiegend bewölkt,9.30°C
2021-03-04 12:29:31.986559,Mumbai,Rauch,33.51°C
2021-03-04 12:30:32.104331,Salzburg,Überwiegend bewölkt,9.42°C
2021-03-04 12:31:32.384795,Mumbai,Rauch,33.51°C
2021-03-04 12:32:32.470705,Salzburg,Überwiegend bewölkt,9.42°C
2021-03-04 12:33:32.561294,Mumbai,Rauch,33.51°C
2021-03-04 12:34:32.690527,Salzburg,Überwiegend bewölkt,9.42°C
2021-03-04 12:35:32.772151,Mumbai,Rauch,33.51°C
2021-03-04 12:36:32.851960,Salzburg,Überwiegend bewölkt,9.42°C
2021-03-04 12:37:32.931944,Mumbai,Rauch,33.51°C
2021-03-04 12:38:33.024150,Salzburg,Überwiegend bewölkt,9.42°C
2021-03-04 12:39:33.127832,Mumbai,Rauch,33.51°C
2021-03-04 12:40:33.216148,Salzburg,Überwiegend bewölkt,9.42°C
2021-03-04 12:41:33.321564,Mumbai,Rauch,32.99°C
2021-03-04 12:42:33.432481,Salzburg,Überwiegend bewölkt,9.74°C
2021-03-04 12:43:33.517269,Mumbai,Rauch,32.99°C
2021-03-04 12:44:33.605846,Salzburg,Überwiegend bewölkt,9.74°C
2021-03-04 12:45:33.712160,Mumbai,Rauch,32.99°C
2021-03-04 12:46:33.839525,Salzburg,Überwiegend bewölkt,9.74°C
2021-03-04 12:47:33.927591,Mumbai,Rauch,32.99°C
2021-03-04 12:48:34.006968,Salzburg,Überwiegend bewölkt,9.74°C
2021-03-04 12:49:34.091611,Mumbai,Rauch,32.99°C
2021-03-04 12:50:34.173295,Salzburg,Überwiegend bewölkt,9.74°C
2021-03-04 12:51:34.258275,Mumbai,Rauch,33.01°C
2021-03-04 12:52:34.332813,Salzburg,Überwiegend bewölkt,9.75°C
2021-03-04 12:53:34.421333,Mumbai,Rauch,33.01°C
2021-03-04 12:54:34.505402,Salzburg,Überwiegend bewölkt,9.75°C
2021-03-04 12:55:34.589957,Mumbai,Rauch,33.01°C
2021-03-04 12:56:34.702242,Salzburg,Überwiegend bewölkt,9.75°C
2021-03-04 12:57:34.913245,Mumbai,Rauch,33.01°C
2021-03-04 12:58:34.993724,Salzburg,Überwiegend bewölkt,9.75°C
2021-03-04 12:59:35.100274,Mumbai,Rauch,33.01°C
2021-03-04 13:00:35.264414,Salzburg,Überwiegend bewölkt,9.75°C
2021-03-04 13:01:35.497886,Mumbai,Rauch,33.01°C
2021-03-04 13:02:35.707842,Salzburg,Überwiegend bewölkt,9.73°C
2021-03-04 13:03:35.982256,Mumbai,Rauch,33.01°C
2021-03-04 13:04:36.228062,Salzburg,Überwiegend bewölkt,9.73°C
2021-03-04 13:05:36.431126,Mumbai,Rauch,33.01°C
2021-03-04 13:06:36.608081,Salzburg,Überwiegend bewölkt,9.73°C
2021-03-04 13:07:36.826199,Mumbai,Rauch,33.01°C
2021-03-04 13:08:37.000054,Salzburg,Überwiegend bewölkt,9.73°C
2021-03-04 13:09:37.228512,Mumbai,Rauch,33.01°C
2021-03-04 13:10:37.469229,Salzburg,Überwiegend bewölkt,9.73°C
2021-03-04 13:11:37.661050,Mumbai,Rauch,32.52°C
2021-03-04 13:12:37.837155,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 13:13:37.966053,Mumbai,Rauch,32.52°C
2021-03-04 13:14:38.069863,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 13:15:38.200811,Mumbai,Rauch,32.52°C
2021-03-04 13:16:38.390770,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 13:17:38.570999,Mumbai,Rauch,32.52°C
2021-03-04 13:18:38.737948,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 13:19:38.909397,Mumbai,Rauch,32.52°C
2021-03-04 13:20:39.160459,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 13:21:39.373287,Mumbai,Rauch,32.52°C
2021-03-04 13:22:39.550835,Salzburg,Überwiegend bewölkt,10.15°C
2021-03-04 13:23:39.787281,Mumbai,Rauch,32.52°C
2021-03-04 13:24:39.920488,Salzburg,Überwiegend bewölkt,10.15°C
2021-03-04 13:25:40.079800,Mumbai,Rauch,32.52°C
2021-03-04 13:26:40.222411,Salzburg,Überwiegend bewölkt,10.15°C
2021-03-04 13:27:40.383229,Mumbai,Rauch,32.52°C
2021-03-04 13:28:40.607944,Salzburg,Überwiegend bewölkt,10.15°C
2021-03-04 13:29:40.762527,Mumbai,Rauch,32.52°C
2021-03-04 13:30:40.992219,Salzburg,Überwiegend bewölkt,10.15°C
2021-03-04 13:31:41.280681,Mumbai,Rauch,32.52°C
2021-03-04 13:32:41.545207,Salzburg,Überwiegend bewölkt,8.80°C
2021-03-04 13:33:41.842866,Mumbai,Rauch,32.52°C
2021-03-04 13:34:42.067941,Salzburg,Überwiegend bewölkt,8.80°C
2021-03-04 13:35:42.395561,Mumbai,Rauch,32.52°C
2021-03-04 13:36:42.653058,Salzburg,Überwiegend bewölkt,8.80°C
2021-03-04 13:37:42.909315,Mumbai,Rauch,32.52°C
2021-03-04 13:38:43.100295,Salzburg,Überwiegend bewölkt,8.80°C
2021-03-04 13:39:43.389741,Mumbai,Rauch,32.52°C
2021-03-04 13:40:43.660729,Salzburg,Überwiegend bewölkt,8.80°C
2021-03-04 13:41:43.943670,Mumbai,Rauch,32.49°C
2021-03-04 13:42:44.344564,Salzburg,Überwiegend bewölkt,8.64°C
2021-03-04 13:43:44.605841,Mumbai,Rauch,32.49°C
2021-03-04 13:44:44.850306,Salzburg,Überwiegend bewölkt,8.64°C
2021-03-04 13:45:45.100640,Mumbai,Rauch,32.49°C
2021-03-04 13:46:45.340703,Salzburg,Überwiegend bewölkt,8.64°C
2021-03-04 13:47:45.550780,Mumbai,Rauch,32.49°C
2021-03-04 13:48:45.736563,Salzburg,Überwiegend bewölkt,8.64°C
2021-03-04 13:49:45.943826,Mumbai,Rauch,32.49°C
2021-03-04 13:50:46.204245,Salzburg,Überwiegend bewölkt,8.64°C
2021-03-04 13:51:46.333595,Mumbai,Rauch,32.52°C
2021-03-04 13:52:46.564376,Salzburg,Überwiegend bewölkt,8.28°C
2021-03-04 13:53:46.678373,Mumbai,Rauch,32.52°C
2021-03-04 13:54:46.808795,Salzburg,Überwiegend bewölkt,8.28°C
2021-03-04 13:55:46.978281,Mumbai,Rauch,32.52°C
2021-03-04 13:56:47.077534,Salzburg,Überwiegend bewölkt,8.28°C
2021-03-04 13:57:47.214129,Mumbai,Rauch,32.52°C
2021-03-04 13:58:47.379174,Salzburg,Überwiegend bewölkt,8.28°C
2021-03-04 13:59:47.592746,Mumbai,Rauch,32.52°C
2021-03-04 14:00:47.952667,Salzburg,Überwiegend bewölkt,8.28°C
2021-03-04 14:01:48.400523,Mumbai,Rauch,32.52°C
2021-03-04 14:02:48.673419,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 14:03:48.942550,Mumbai,Rauch,32.52°C
2021-03-04 14:04:49.207948,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 14:05:49.484023,Mumbai,Rauch,32.52°C
2021-03-04 14:06:49.759257,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 14:07:50.066855,Mumbai,Rauch,32.52°C
2021-03-04 14:08:50.348738,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 14:09:50.620480,Mumbai,Rauch,32.52°C
2021-03-04 14:10:50.896444,Salzburg,Überwiegend bewölkt,10.16°C
2021-03-04 14:11:51.193941,Mumbai,Rauch,32.52°C
2021-03-04 14:12:51.466340,Salzburg,Überwiegend bewölkt,10.12°C
2021-03-04 14:13:51.694946,Mumbai,Rauch,32.52°C
2021-03-04 14:14:51.952160,Salzburg,Überwiegend bewölkt,10.12°C
2021-03-04 14:15:52.241105,Mumbai,Rauch,32.52°C
2021-03-04 14:16:52.496242,Salzburg,Überwiegend bewölkt,10.12°C
2021-03-04 14:17:52.734817,Mumbai,Rauch,32.52°C
2021-03-04 14:18:53.006380,Salzburg,Überwiegend bewölkt,10.12°C
2021-03-04 14:19:53.271923,Mumbai,Rauch,32.52°C
2021-03-04 14:20:53.547096,Salzburg,Überwiegend bewölkt,10.12°C
2021-03-04 14:21:53.776499,Mumbai,Rauch,32.02°C
2021-03-04 14:22:54.015997,Salzburg,Überwiegend bewölkt,10.12°C
2021-03-04 14:23:54.278128,Mumbai,Rauch,32.02°C
2021-03-04 14:24:54.562226,Salzburg,Überwiegend bewölkt,10.12°C
2021-03-04 14:25:54.823275,Mumbai,Rauch,32.02°C
